classifier,clip,category,detector,total_frames,rgb_tp,rgb_fp,rgb_fn,rgb_p,rgb_r,rgb_f1,ir_tp,ir_fp,ir_fn,ir_p,ir_r,ir_f1,clf_tp,clf_fp,clf_fn,clf_p,clf_r,clf_f1,seg_temp_segs,seg_temp_tp,seg_temp_fp,seg_temp_fn,seg_temp_p,seg_temp_r,seg_temp_f1,seg_final_segs,seg_final_tp,seg_final_fp,seg_final_fn,seg_final_p,seg_final_r,seg_final_f1,alert_events,vetoed_alerts
control40,flock_of_birds_flying_sunset,birds,selcom_1280,20,0,3,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
control40,flock_of_birds_flying_sunset,birds,selcom_640,20,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0,0
control40,drone_and_bird_sky_and_trees_short,drone,baseline_trained,114,64,39,51,0.6214,0.5565,0.5872,71,35,44,0.6698,0.6174,0.6425,17,7,98,0.7083,0.1478,0.2446,38,6,0,32,1.0,0.1579,0.2727,38,6,0,32,1.0,0.1579,0.2727,2,0
control40,drone_and_bird_sky_and_trees_short,drone,retrained_v2,114,27,7,88,0.7941,0.2348,0.3624,71,35,44,0.6698,0.6174,0.6425,14,7,101,0.6667,0.1217,0.2059,38,5,0,33,1.0,0.1316,0.2326,38,4,0,34,1.0,0.1053,0.1905,1,1
control40,drone_and_bird_sky_and_trees_short,drone,selcom_1280,114,73,66,42,0.5252,0.6348,0.5748,71,35,44,0.6698,0.6174,0.6425,16,11,99,0.5926,0.1391,0.2254,38,8,0,30,1.0,0.2105,0.3478,38,8,0,30,1.0,0.2105,0.3478,3,0
control40,drone_and_bird_sky_and_trees_short,drone,selcom_640,114,58,28,57,0.6744,0.5043,0.5771,71,35,44,0.6698,0.6174,0.6425,18,11,97,0.6207,0.1565,0.25,38,9,0,29,1.0,0.2368,0.383,38,9,0,29,1.0,0.2368,0.383,4,1
control40,drone_attacked_by_bird_mountain_side_view,drone,baseline_trained,108,59,50,29,0.5413,0.6705,0.599,34,13,54,0.7234,0.3864,0.5037,22,13,66,0.6286,0.25,0.3577,36,9,0,22,1.0,0.2903,0.45,36,8,0,23,1.0,0.2581,0.4103,4,1
control40,drone_attacked_by_bird_mountain_side_view,drone,retrained_v2,108,7,4,81,0.6364,0.0795,0.1414,34,13,54,0.7234,0.3864,0.5037,7,2,81,0.7778,0.0795,0.1443,36,2,0,29,1.0,0.0645,0.1212,36,2,0,29,1.0,0.0645,0.1212,2,0
control40,drone_attacked_by_bird_mountain_side_view,drone,selcom_1280,108,71,26,17,0.732,0.8068,0.7676,34,13,54,0.7234,0.3864,0.5037,20,4,68,0.8333,0.2273,0.3571,36,7,0,24,1.0,0.2258,0.3684,36,7,0,24,1.0,0.2258,0.3684,4,0
control40,drone_attacked_by_bird_mountain_side_view,drone,selcom_640,108,41,21,47,0.6613,0.4659,0.5467,34,13,54,0.7234,0.3864,0.5037,16,5,72,0.7619,0.1818,0.2936,36,5,0,26,1.0,0.1613,0.2778,36,5,0,26,1.0,0.1613,0.2778,3,0
control40,drone_over_mountain_attacked_by_birds,drone,baseline_trained,68,25,4,43,0.8621,0.3676,0.5155,12,3,56,0.8,0.1765,0.2892,18,4,50,0.8182,0.2647,0.4,23,9,0,14,1.0,0.3913,0.5625,23,9,0,14,1.0,0.3913,0.5625,4,0
control40,drone_over_mountain_attacked_by_birds,drone,retrained_v2,68,23,1,45,0.9583,0.3382,0.5,12,3,56,0.8,0.1765,0.2892,14,2,54,0.875,0.2059,0.3333,23,7,0,16,1.0,0.3043,0.4667,23,7,0,16,1.0,0.3043,0.4667,3,0
control40,drone_over_mountain_attacked_by_birds,drone,selcom_1280,68,13,2,55,0.8667,0.1912,0.3133,12,3,56,0.8,0.1765,0.2892,7,1,61,0.875,0.1029,0.1842,23,4,0,19,1.0,0.1739,0.2963,23,4,0,19,1.0,0.1739,0.2963,2,0
control40,drone_over_mountain_attacked_by_birds,drone,selcom_640,68,12,0,56,1.0,0.1765,0.3,12,3,56,0.8,0.1765,0.2892,7,1,61,0.875,0.1029,0.1842,23,4,0,19,1.0,0.1739,0.2963,23,4,0,19,1.0,0.1739,0.2963,2,0
control40,drone_seagull_attack,drone,baseline_trained,235,143,30,51,0.8266,0.7371,0.7793,111,48,83,0.6981,0.5722,0.6289,111,10,83,0.9174,0.5722,0.7048,79,45,0,21,1.0,0.6818,0.8108,79,40,0,26,1.0,0.6061,0.7547,4,10
control40,drone_seagull_attack,drone,retrained_v2,235,85,12,109,0.8763,0.4381,0.5842,111,48,83,0.6981,0.5722,0.6289,76,4,118,0.95,0.3918,0.5547,79,32,0,34,1.0,0.4848,0.6531,79,30,0,36,1.0,0.4545,0.625,4,6
control40,drone_seagull_attack,drone,selcom_1280,235,182,67,12,0.7309,0.9381,0.8217,111,48,83,0.6981,0.5722,0.6289,115,24,79,0.8273,0.5928,0.6907,79,43,0,23,1.0,0.6515,0.789,79,39,0,27,1.0,0.5909,0.7429,3,10
control40,drone_seagull_attack,drone,selcom_640,235,150,40,44,0.7895,0.7732,0.7812,111,48,83,0.6981,0.5722,0.6289,111,15,83,0.881,0.5722,0.6937,79,42,0,24,1.0,0.6364,0.7778,79,39,0,27,1.0,0.5909,0.7429,8,8
control40,drone_takeoff_from_ground_and_not_hand_short,drone,baseline_trained,163,146,7,8,0.9542,0.9481,0.9511,81,4,73,0.9529,0.526,0.6778,123,4,31,0.9685,0.7987,0.8754,55,43,1,11,0.9773,0.7963,0.8776,55,43,1,11,0.9773,0.7963,0.8776,3,0
control40,drone_takeoff_from_ground_and_not_hand_short,drone,retrained_v2,163,114,6,40,0.95,0.7403,0.8321,81,4,73,0.9529,0.526,0.6778,108,5,46,0.9558,0.7013,0.809,55,38,1,16,0.9744,0.7037,0.8172,55,38,1,16,0.9744,0.7037,0.8172,2,0
control40,drone_takeoff_from_ground_and_not_hand_short,drone,selcom_1280,163,137,19,17,0.8782,0.8896,0.8839,81,4,73,0.9529,0.526,0.6778,109,11,45,0.9083,0.7078,0.7956,55,39,1,15,0.975,0.7222,0.8298,55,39,1,15,0.975,0.7222,0.8298,5,0
control40,drone_takeoff_from_ground_and_not_hand_short,drone,selcom_640,163,140,4,14,0.9722,0.9091,0.9396,81,4,73,0.9529,0.526,0.6778,117,1,37,0.9915,0.7597,0.8603,55,42,0,12,1.0,0.7778,0.875,55,42,0,12,1.0,0.7778,0.875,4,0
control40,drone_takeoff_short,drone,baseline_trained,116,97,1,19,0.9898,0.8362,0.9065,37,6,79,0.8605,0.319,0.4654,75,0,41,1.0,0.6466,0.7853,39,26,0,13,1.0,0.6667,0.8,39,26,0,13,1.0,0.6667,0.8,2,0
control40,drone_takeoff_short,drone,retrained_v2,116,76,0,40,1.0,0.6552,0.7917,37,6,79,0.8605,0.319,0.4654,72,0,44,1.0,0.6207,0.766,39,25,0,14,1.0,0.641,0.7813,39,25,0,14,1.0,0.641,0.7813,2,0
control40,drone_takeoff_short,drone,selcom_1280,116,101,4,15,0.9619,0.8707,0.914,37,6,79,0.8605,0.319,0.4654,62,2,54,0.9688,0.5345,0.6889,39,24,0,15,1.0,0.6154,0.7619,39,24,0,15,1.0,0.6154,0.7619,3,1
