source,dataset,detector,stage,size_bucket,TP,FP,FN,n_gt,n_frames,precision,recall,f1,classifier
video_persize,video_drone_drone_over_mountain_attacked_by_birds,ir_final_rgb,S0_detector,small,0,1,0,0,68,0.0,0.0,0.0,
video_persize,video_drone_drone_over_mountain_attacked_by_birds,ir_final_rgb,S0_detector,medium,0,1,0,0,68,0.0,0.0,0.0,
video_persize,video_drone_drone_over_mountain_attacked_by_birds,ir_final_rgb,S0_detector,large,5,0,63,68,68,1.0,0.0735,0.137,
video_persize,video_drone_drone_seagull_attack,ir_final_rgb,S0_detector,small,0,1,0,0,235,0.0,0.0,0.0,
video_persize,video_drone_drone_seagull_attack,ir_final_rgb,S0_detector,medium,4,0,14,18,235,1.0,0.2222,0.3636,
video_persize,video_drone_drone_seagull_attack,ir_final_rgb,S0_detector,large,7,0,169,176,235,1.0,0.0398,0.0765,
video_persize,video_drone_drone_takeoff_from_ground_and_not_hand_short,ir_final_rgb,S0_detector,small,1,0,15,16,163,1.0,0.0625,0.1176,
video_persize,video_drone_drone_takeoff_from_ground_and_not_hand_short,ir_final_rgb,S0_detector,medium,4,0,40,44,163,1.0,0.0909,0.1667,
video_persize,video_drone_drone_takeoff_from_ground_and_not_hand_short,ir_final_rgb,S0_detector,large,0,0,94,94,163,0.0,0.0,0.0,
video_persize,video_drone_drone_takeoff_short,ir_final_rgb,S0_detector,small,0,0,10,10,116,0.0,0.0,0.0,
video_persize,video_drone_drone_takeoff_short,ir_final_rgb,S0_detector,medium,10,0,40,50,116,1.0,0.2,0.3333,
video_persize,video_drone_drone_takeoff_short,ir_final_rgb,S0_detector,large,1,0,55,56,116,1.0,0.0179,0.0351,
video_persize,video_drone_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,ir_final_rgb,S0_detector,small,0,1,0,0,166,0.0,0.0,0.0,
video_persize,video_drone_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,ir_final_rgb,S0_detector,medium,0,0,14,14,166,0.0,0.0,0.0,
video_persize,video_drone_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,ir_final_rgb,S0_detector,large,0,0,148,148,166,0.0,0.0,0.0,
video_persize,video_drone_flock_of_seagulls_attack_drone_beach,ir_final_rgb,S0_detector,small,1,0,55,56,239,1.0,0.0179,0.0351,
video_persize,video_drone_flock_of_seagulls_attack_drone_beach,ir_final_rgb,S0_detector,medium,5,0,86,91,239,1.0,0.0549,0.1042,
video_persize,video_drone_flock_of_seagulls_attack_drone_beach,ir_final_rgb,S0_detector,large,2,0,38,40,239,1.0,0.05,0.0952,
video_persize,video_drone_two_birds_drone,ir_final_rgb,S0_detector,small,6,1,74,80,150,0.8571,0.075,0.1379,
video_persize,video_drone_two_birds_drone,ir_final_rgb,S0_detector,medium,39,29,31,70,150,0.5735,0.5571,0.5652,
video_persize,video_drone_two_birds_drone,ir_final_rgb,S0_detector,large,0,5,0,0,150,0.0,0.0,0.0,
video_persize,video_birds_birds_flying_overhead_various_sizes_short,ir_final_rgb,S0_detector,small,0,1,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_birds_flying_overhead_various_sizes_short,ir_final_rgb,S0_detector,medium,0,1,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_birds_flying_overhead_various_sizes_short,ir_final_rgb,S0_detector,large,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_birds_in_slow_motion_flying_various_sizes_compilation,ir_final_rgb,S0_detector,small,0,7,0,0,271,0.0,0.0,0.0,
video_persize,video_birds_birds_in_slow_motion_flying_various_sizes_compilation,ir_final_rgb,S0_detector,medium,0,3,0,0,271,0.0,0.0,0.0,
video_persize,video_birds_birds_in_slow_motion_flying_various_sizes_compilation,ir_final_rgb,S0_detector,large,0,0,0,0,271,0.0,0.0,0.0,
video_persize,video_birds_distant_birds_flying_in_the_sky_short,ir_final_rgb,S0_detector,small,0,13,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_distant_birds_flying_in_the_sky_short,ir_final_rgb,S0_detector,medium,0,1,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_distant_birds_flying_in_the_sky_short,ir_final_rgb,S0_detector,large,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_short,ir_final_rgb,S0_detector,small,0,1,0,0,21,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_short,ir_final_rgb,S0_detector,medium,0,0,0,0,21,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_short,ir_final_rgb,S0_detector,large,0,0,0,0,21,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_sunset,ir_final_rgb,S0_detector,small,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_sunset,ir_final_rgb,S0_detector,medium,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_sunset,ir_final_rgb,S0_detector,large,0,0,0,0,20,0.0,0.0,0.0,
