model,surface,modality,category,stage,classifier,size_bucket,frames,tp,fp,fn,precision,recall,f1,fppi,fp_frame_rate,source
selcom_640,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,+temporal,control40,all,163,42,0,12,1.0,0.7778,0.875,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,+temporal+patch,control40,all,163,42,0,12,1.0,0.7778,0.875,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_drone_takeoff_short,rgb,DRONE,+classifier,control40,all,116,75,0,41,1.0,0.6466,0.7853,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_drone_takeoff_short,rgb,DRONE,+temporal,control40,all,116,26,0,13,1.0,0.6667,0.8,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_drone_takeoff_short,rgb,DRONE,+temporal+patch,control40,all,116,26,0,13,1.0,0.6667,0.8,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_drone_takeoff_short,rgb,DRONE,+classifier,control40,all,116,72,0,44,1.0,0.6207,0.766,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_drone_takeoff_short,rgb,DRONE,+temporal,control40,all,116,25,0,14,1.0,0.641,0.7813,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_drone_takeoff_short,rgb,DRONE,+temporal+patch,control40,all,116,25,0,14,1.0,0.641,0.7813,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_drone_takeoff_short,rgb,DRONE,+classifier,control40,all,116,62,2,54,0.9688,0.5345,0.6889,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_drone_takeoff_short,rgb,DRONE,+temporal,control40,all,116,24,0,15,1.0,0.6154,0.7619,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_drone_takeoff_short,rgb,DRONE,+temporal+patch,control40,all,116,24,0,15,1.0,0.6154,0.7619,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_drone_takeoff_short,rgb,DRONE,+classifier,control40,all,116,63,0,53,1.0,0.5431,0.7039,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_drone_takeoff_short,rgb,DRONE,+temporal,control40,all,116,24,0,15,1.0,0.6154,0.7619,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_drone_takeoff_short,rgb,DRONE,+temporal+patch,control40,all,116,24,0,15,1.0,0.6154,0.7619,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,+classifier,control40,all,166,129,7,33,0.9485,0.7963,0.8658,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,+temporal,control40,all,166,47,0,9,1.0,0.8393,0.9126,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,+temporal+patch,control40,all,166,47,0,9,1.0,0.8393,0.9126,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,+classifier,control40,all,166,127,6,35,0.9549,0.784,0.861,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,+temporal,control40,all,166,46,0,10,1.0,0.8214,0.902,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,+temporal+patch,control40,all,166,46,0,10,1.0,0.8214,0.902,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,+classifier,control40,all,166,106,10,56,0.9138,0.6543,0.7626,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,+temporal,control40,all,166,42,0,14,1.0,0.75,0.8571,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,+temporal+patch,control40,all,166,42,0,14,1.0,0.75,0.8571,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,+classifier,control40,all,166,120,6,42,0.9524,0.7407,0.8333,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,+temporal,control40,all,166,43,0,13,1.0,0.7679,0.8687,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,+temporal+patch,control40,all,166,43,0,13,1.0,0.7679,0.8687,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,+classifier,control40,all,239,60,0,127,1.0,0.3209,0.4858,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,+temporal,control40,all,239,22,0,43,1.0,0.3385,0.5057,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,+temporal+patch,control40,all,239,22,0,43,1.0,0.3385,0.5057,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,+classifier,control40,all,239,49,0,138,1.0,0.262,0.4153,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,+temporal,control40,all,239,19,0,46,1.0,0.2923,0.4524,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,+temporal+patch,control40,all,239,19,0,46,1.0,0.2923,0.4524,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,+classifier,control40,all,239,29,6,158,0.8286,0.1551,0.2613,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,+temporal,control40,all,239,14,0,51,1.0,0.2154,0.3544,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,+temporal+patch,control40,all,239,14,0,51,1.0,0.2154,0.3544,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,+classifier,control40,all,239,56,0,131,1.0,0.2995,0.4609,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,+temporal,control40,all,239,23,0,42,1.0,0.3538,0.5227,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,+temporal+patch,control40,all,239,23,0,42,1.0,0.3538,0.5227,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_two_birds_drone,rgb,DRONE,+classifier,control40,all,150,2,1,148,0.6667,0.0133,0.0261,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_two_birds_drone,rgb,DRONE,+temporal,control40,all,150,0,0,50,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_two_birds_drone,rgb,DRONE,+temporal+patch,control40,all,150,0,0,50,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_two_birds_drone,rgb,DRONE,+classifier,control40,all,150,1,2,149,0.3333,0.0067,0.0131,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_two_birds_drone,rgb,DRONE,+temporal,control40,all,150,0,0,50,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_two_birds_drone,rgb,DRONE,+temporal+patch,control40,all,150,0,0,50,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_two_birds_drone,rgb,DRONE,+classifier,control40,all,150,6,7,144,0.4615,0.04,0.0736,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_two_birds_drone,rgb,DRONE,+temporal,control40,all,150,2,0,48,1.0,0.04,0.0769,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_two_birds_drone,rgb,DRONE,+temporal+patch,control40,all,150,2,0,48,1.0,0.04,0.0769,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_two_birds_drone,rgb,DRONE,+classifier,control40,all,150,0,0,150,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_two_birds_drone,rgb,DRONE,+temporal,control40,all,150,0,0,50,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_two_birds_drone,rgb,DRONE,+temporal+patch,control40,all,150,0,0,50,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_helicopter_compilation,rgb,HELICOPTERS,+classifier,control40,all,554,0,70,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_helicopter_compilation,rgb,HELICOPTERS,+temporal,control40,all,554,0,30,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_helicopter_compilation,rgb,HELICOPTERS,+temporal+patch,control40,all,554,0,28,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_helicopter_compilation,rgb,HELICOPTERS,+classifier,control40,all,554,0,39,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_helicopter_compilation,rgb,HELICOPTERS,+temporal,control40,all,554,0,16,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_helicopter_compilation,rgb,HELICOPTERS,+temporal+patch,control40,all,554,0,16,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_helicopter_compilation,rgb,HELICOPTERS,+classifier,control40,all,554,0,47,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_helicopter_compilation,rgb,HELICOPTERS,+temporal,control40,all,554,0,19,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_helicopter_compilation,rgb,HELICOPTERS,+temporal+patch,control40,all,554,0,18,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_helicopter_compilation,rgb,HELICOPTERS,+classifier,control40,all,554,0,39,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_helicopter_compilation,rgb,HELICOPTERS,+temporal,control40,all,554,0,16,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_helicopter_compilation,rgb,HELICOPTERS,+temporal+patch,control40,all,554,0,16,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_helicopter_overhead_short,rgb,HELICOPTERS,+classifier,control40,all,20,0,7,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_helicopter_overhead_short,rgb,HELICOPTERS,+temporal,control40,all,20,0,3,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_helicopter_overhead_short,rgb,HELICOPTERS,+temporal+patch,control40,all,20,0,2,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_helicopter_overhead_short,rgb,HELICOPTERS,+classifier,control40,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_helicopter_overhead_short,rgb,HELICOPTERS,+temporal,control40,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_helicopter_overhead_short,rgb,HELICOPTERS,+temporal+patch,control40,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_helicopter_overhead_short,rgb,HELICOPTERS,+classifier,control40,all,20,0,9,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_helicopter_overhead_short,rgb,HELICOPTERS,+temporal,control40,all,20,0,3,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_helicopter_overhead_short,rgb,HELICOPTERS,+temporal+patch,control40,all,20,0,3,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_helicopter_overhead_short,rgb,HELICOPTERS,+classifier,control40,all,20,0,3,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_helicopter_overhead_short,rgb,HELICOPTERS,+temporal,control40,all,20,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_helicopter_overhead_short,rgb,HELICOPTERS,+temporal+patch,control40,all,20,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,+classifier,control40,all,20,0,7,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,+temporal,control40,all,20,0,4,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,+temporal+patch,control40,all,20,0,3,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,+classifier,control40,all,20,0,4,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,+temporal,control40,all,20,0,2,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
retrained_v2,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,+temporal+patch,control40,all,20,0,2,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,+classifier,control40,all,20,0,2,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,+temporal,control40,all,20,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_1280,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,+temporal+patch,control40,all,20,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,+classifier,control40,all,20,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,+temporal,control40,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
selcom_640,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,+temporal+patch,control40,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_control40\pipeline_comparison.csv
baseline,real_video_airplanes_compilation,rgb,AIRPLANES,+classifier,fnfn,all,249,0,2,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_airplanes_compilation,rgb,AIRPLANES,+temporal,fnfn,all,249,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_airplanes_compilation,rgb,AIRPLANES,+temporal+patch,fnfn,all,249,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_airplanes_compilation,rgb,AIRPLANES,+classifier,fnfn,all,249,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_airplanes_compilation,rgb,AIRPLANES,+temporal,fnfn,all,249,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_airplanes_compilation,rgb,AIRPLANES,+temporal+patch,fnfn,all,249,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_airplanes_compilation,rgb,AIRPLANES,+classifier,fnfn,all,249,0,1,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_airplanes_compilation,rgb,AIRPLANES,+temporal,fnfn,all,249,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_airplanes_compilation,rgb,AIRPLANES,+temporal+patch,fnfn,all,249,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_airplanes_compilation,rgb,AIRPLANES,+classifier,fnfn,all,249,0,3,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_airplanes_compilation,rgb,AIRPLANES,+temporal,fnfn,all,249,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_airplanes_compilation,rgb,AIRPLANES,+temporal+patch,fnfn,all,249,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+classifier,fnfn,all,55,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+temporal,fnfn,all,55,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+temporal+patch,fnfn,all,55,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+classifier,fnfn,all,55,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+temporal,fnfn,all,55,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+temporal+patch,fnfn,all,55,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+classifier,fnfn,all,55,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+temporal,fnfn,all,55,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+temporal+patch,fnfn,all,55,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+classifier,fnfn,all,55,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+temporal,fnfn,all,55,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,+temporal+patch,fnfn,all,55,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+classifier,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+temporal,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+temporal+patch,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+classifier,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+temporal,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+temporal+patch,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+classifier,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+temporal,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+temporal+patch,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+classifier,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+temporal,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,+temporal+patch,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+classifier,fnfn,all,271,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+temporal,fnfn,all,271,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+temporal+patch,fnfn,all,271,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+classifier,fnfn,all,271,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+temporal,fnfn,all,271,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
retrained_v2,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+temporal+patch,fnfn,all,271,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+classifier,fnfn,all,271,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+temporal,fnfn,all,271,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_1280,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+temporal+patch,fnfn,all,271,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+classifier,fnfn,all,271,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+temporal,fnfn,all,271,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
selcom_640,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,+temporal+patch,fnfn,all,271,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
baseline,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,+classifier,fnfn,all,20,0,0,0,0.0,0.0,0.0,,,eval\results\pipeline_video_tests_fusionnofn\pipeline_comparison.csv
