model,surface,modality,category,stage,classifier,size_bucket,frames,tp,fp,fn,precision,recall,f1,fppi,fp_frame_rate,source
selcom_1280,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,none,medium,249,0,60,0,0.0,0.0,0.0,0.24096385542168675,,eval\results\video_persize\summary.csv
selcom_1280,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,none,large,249,0,59,0,0.0,0.0,0.0,0.23694779116465864,,eval\results\video_persize\summary.csv
selcom_1280,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,none,small,55,0,11,0,0.0,0.0,0.0,0.2,,eval\results\video_persize\summary.csv
selcom_1280,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,none,medium,55,0,10,0,0.0,0.0,0.0,0.18181818181818182,,eval\results\video_persize\summary.csv
selcom_1280,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,none,large,55,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_1280,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,small,554,0,13,0,0.0,0.0,0.0,0.023465703971119134,,eval\results\video_persize\summary.csv
selcom_1280,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,medium,554,0,96,0,0.0,0.0,0.0,0.17328519855595667,,eval\results\video_persize\summary.csv
selcom_1280,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,large,554,0,57,0,0.0,0.0,0.0,0.10288808664259928,,eval\results\video_persize\summary.csv
selcom_1280,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,small,20,0,3,0,0.0,0.0,0.0,0.15,,eval\results\video_persize\summary.csv
selcom_1280,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,medium,20,0,7,0,0.0,0.0,0.0,0.35,,eval\results\video_persize\summary.csv
selcom_1280,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,large,20,0,2,0,0.0,0.0,0.0,0.1,,eval\results\video_persize\summary.csv
selcom_1280,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,small,20,0,6,0,0.0,0.0,0.0,0.3,,eval\results\video_persize\summary.csv
selcom_1280,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,medium,20,0,9,0,0.0,0.0,0.0,0.45,,eval\results\video_persize\summary.csv
selcom_1280,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,large,20,0,5,0,0.0,0.0,0.0,0.25,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,rgb_raw,none,small,114,11,29,38,0.275,0.2245,0.2472,0.2543859649122807,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,rgb_raw,none,medium,114,60,14,6,0.8108,0.9091,0.8571,0.12280701754385964,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,rgb_raw,none,large,114,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,rgb_raw,none,small,108,0,4,2,0.0,0.0,0.0,0.037037037037037035,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,rgb_raw,none,medium,108,41,11,24,0.7885,0.6308,0.7009,0.10185185185185185,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,rgb_raw,none,large,108,20,2,1,0.9091,0.9524,0.9302,0.018518518518518517,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,rgb_raw,none,small,68,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,rgb_raw,none,medium,68,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,rgb_raw,none,large,68,11,4,57,0.7333,0.1618,0.2651,0.058823529411764705,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_seagull_attack,rgb,DRONE,rgb_raw,none,small,235,0,8,0,0.0,0.0,0.0,0.03404255319148936,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_seagull_attack,rgb,DRONE,rgb_raw,none,medium,235,17,39,1,0.3036,0.9444,0.4595,0.16595744680851063,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_seagull_attack,rgb,DRONE,rgb_raw,none,large,235,157,21,19,0.882,0.892,0.887,0.08936170212765958,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,rgb_raw,none,small,163,16,4,0,0.8,1.0,0.8889,0.024539877300613498,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,rgb_raw,none,medium,163,44,0,0,1.0,1.0,1.0,0.0,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,rgb_raw,none,large,163,80,6,14,0.9302,0.8511,0.8889,0.03680981595092025,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_takeoff_short,rgb,DRONE,rgb_raw,none,small,116,10,1,0,0.9091,1.0,0.9524,0.008620689655172414,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_takeoff_short,rgb,DRONE,rgb_raw,none,medium,116,50,0,0,1.0,1.0,1.0,0.0,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_takeoff_short,rgb,DRONE,rgb_raw,none,large,116,36,7,20,0.8372,0.6429,0.7273,0.0603448275862069,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,small,166,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,medium,166,5,0,9,1.0,0.3571,0.5263,0.0,,eval\results\video_persize\summary.csv
selcom_960,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,large,166,135,8,13,0.9441,0.9122,0.9278,0.04819277108433735,,eval\results\video_persize\summary.csv
selcom_960,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,small,239,26,10,30,0.7222,0.4643,0.5652,0.04184100418410042,,eval\results\video_persize\summary.csv
selcom_960,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,medium,239,89,2,2,0.978,0.978,0.978,0.008368200836820083,,eval\results\video_persize\summary.csv
selcom_960,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,large,239,40,2,0,0.9524,1.0,0.9756,0.008368200836820083,,eval\results\video_persize\summary.csv
selcom_960,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,small,150,54,38,26,0.587,0.675,0.6279,0.25333333333333335,,eval\results\video_persize\summary.csv
selcom_960,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,medium,150,65,131,5,0.3316,0.9286,0.4887,0.8733333333333333,,eval\results\video_persize\summary.csv
selcom_960,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,large,150,0,1,0,0.0,0.0,0.0,0.006666666666666667,,eval\results\video_persize\summary.csv
selcom_960,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,none,small,20,0,9,0,0.0,0.0,0.0,0.45,,eval\results\video_persize\summary.csv
selcom_960,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,none,medium,20,0,33,0,0.0,0.0,0.0,1.65,,eval\results\video_persize\summary.csv
selcom_960,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,none,large,20,0,1,0,0.0,0.0,0.0,0.05,,eval\results\video_persize\summary.csv
selcom_960,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,none,small,271,0,15,0,0.0,0.0,0.0,0.055350553505535055,,eval\results\video_persize\summary.csv
selcom_960,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,none,medium,271,0,128,0,0.0,0.0,0.0,0.47232472324723246,,eval\results\video_persize\summary.csv
selcom_960,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,none,large,271,0,48,0,0.0,0.0,0.0,0.17712177121771217,,eval\results\video_persize\summary.csv
selcom_960,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,rgb_raw,none,small,20,0,4,0,0.0,0.0,0.0,0.2,,eval\results\video_persize\summary.csv
selcom_960,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,rgb_raw,none,medium,20,0,7,0,0.0,0.0,0.0,0.35,,eval\results\video_persize\summary.csv
selcom_960,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,rgb_raw,none,large,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_960,real_video_flock_of_birds_flying_short,rgb,BIRDS,rgb_raw,none,small,21,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_960,real_video_flock_of_birds_flying_short,rgb,BIRDS,rgb_raw,none,medium,21,0,3,0,0.0,0.0,0.0,0.14285714285714285,,eval\results\video_persize\summary.csv
selcom_960,real_video_flock_of_birds_flying_short,rgb,BIRDS,rgb_raw,none,large,21,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_960,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,rgb_raw,none,small,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_960,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,rgb_raw,none,medium,20,0,2,0,0.0,0.0,0.0,0.1,,eval\results\video_persize\summary.csv
selcom_960,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,rgb_raw,none,large,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_960,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,none,small,249,0,5,0,0.0,0.0,0.0,0.020080321285140562,,eval\results\video_persize\summary.csv
selcom_960,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,none,medium,249,0,49,0,0.0,0.0,0.0,0.19678714859437751,,eval\results\video_persize\summary.csv
selcom_960,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,none,large,249,0,56,0,0.0,0.0,0.0,0.2248995983935743,,eval\results\video_persize\summary.csv
selcom_960,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,none,small,55,0,10,0,0.0,0.0,0.0,0.18181818181818182,,eval\results\video_persize\summary.csv
selcom_960,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,none,medium,55,0,14,0,0.0,0.0,0.0,0.2545454545454545,,eval\results\video_persize\summary.csv
selcom_960,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,none,large,55,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_960,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,small,554,0,7,0,0.0,0.0,0.0,0.01263537906137184,,eval\results\video_persize\summary.csv
selcom_960,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,medium,554,0,64,0,0.0,0.0,0.0,0.11552346570397112,,eval\results\video_persize\summary.csv
selcom_960,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,large,554,0,43,0,0.0,0.0,0.0,0.0776173285198556,,eval\results\video_persize\summary.csv
selcom_960,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,small,20,0,2,0,0.0,0.0,0.0,0.1,,eval\results\video_persize\summary.csv
selcom_960,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,medium,20,0,6,0,0.0,0.0,0.0,0.3,,eval\results\video_persize\summary.csv
selcom_960,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,large,20,0,2,0,0.0,0.0,0.0,0.1,,eval\results\video_persize\summary.csv
selcom_960,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,small,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_960,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,medium,20,0,10,0,0.0,0.0,0.0,0.5,,eval\results\video_persize\summary.csv
selcom_960,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,large,20,0,3,0,0.0,0.0,0.0,0.15,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,rgb_raw,none,small,114,5,15,44,0.25,0.102,0.1449,0.13157894736842105,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,rgb_raw,none,medium,114,53,13,13,0.803,0.803,0.803,0.11403508771929824,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,rgb_raw,none,large,114,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,rgb_raw,none,small,108,0,3,2,0.0,0.0,0.0,0.027777777777777776,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,rgb_raw,none,medium,108,22,13,43,0.6286,0.3385,0.44,0.12037037037037036,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,rgb_raw,none,large,108,19,5,2,0.7917,0.9048,0.8444,0.046296296296296294,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,rgb_raw,none,small,68,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,rgb_raw,none,medium,68,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,rgb_raw,none,large,68,12,0,56,1.0,0.1765,0.3,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_seagull_attack,rgb,DRONE,rgb_raw,none,small,235,0,8,0,0.0,0.0,0.0,0.03404255319148936,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_seagull_attack,rgb,DRONE,rgb_raw,none,medium,235,17,27,1,0.3864,0.9444,0.5484,0.1148936170212766,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_seagull_attack,rgb,DRONE,rgb_raw,none,large,235,133,5,43,0.9638,0.7557,0.8471,0.02127659574468085,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,rgb_raw,none,small,163,15,2,1,0.8824,0.9375,0.9091,0.012269938650306749,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,rgb_raw,none,medium,163,44,1,0,0.9778,1.0,0.9888,0.006134969325153374,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,rgb_raw,none,large,163,81,1,13,0.9878,0.8617,0.9205,0.006134969325153374,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_takeoff_short,rgb,DRONE,rgb_raw,none,small,116,10,0,0,1.0,1.0,1.0,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_takeoff_short,rgb,DRONE,rgb_raw,none,medium,116,30,0,20,1.0,0.6,0.75,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_takeoff_short,rgb,DRONE,rgb_raw,none,large,116,46,1,10,0.9787,0.8214,0.8932,0.008620689655172414,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,small,166,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,medium,166,2,0,12,1.0,0.1429,0.25,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,large,166,121,5,27,0.9603,0.8176,0.8832,0.030120481927710843,,eval\results\video_persize\summary.csv
selcom_640,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,small,239,10,0,46,1.0,0.1786,0.303,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,medium,239,75,3,16,0.9615,0.8242,0.8876,0.012552301255230125,,eval\results\video_persize\summary.csv
selcom_640,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,large,239,40,0,0,1.0,1.0,1.0,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,small,150,36,9,44,0.8,0.45,0.576,0.06,,eval\results\video_persize\summary.csv
selcom_640,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,medium,150,51,86,19,0.3723,0.7286,0.4928,0.5733333333333334,,eval\results\video_persize\summary.csv
selcom_640,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,large,150,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,none,small,20,0,2,0,0.0,0.0,0.0,0.1,,eval\results\video_persize\summary.csv
selcom_640,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,none,medium,20,0,14,0,0.0,0.0,0.0,0.7,,eval\results\video_persize\summary.csv
selcom_640,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,none,large,20,0,2,0,0.0,0.0,0.0,0.1,,eval\results\video_persize\summary.csv
selcom_640,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,none,small,271,0,1,0,0.0,0.0,0.0,0.0036900369003690036,,eval\results\video_persize\summary.csv
selcom_640,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,none,medium,271,0,63,0,0.0,0.0,0.0,0.23247232472324722,,eval\results\video_persize\summary.csv
selcom_640,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,none,large,271,0,26,0,0.0,0.0,0.0,0.0959409594095941,,eval\results\video_persize\summary.csv
selcom_640,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,rgb_raw,none,small,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,rgb_raw,none,medium,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,rgb_raw,none,large,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_flock_of_birds_flying_short,rgb,BIRDS,rgb_raw,none,small,21,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_flock_of_birds_flying_short,rgb,BIRDS,rgb_raw,none,medium,21,0,1,0,0.0,0.0,0.0,0.047619047619047616,,eval\results\video_persize\summary.csv
selcom_640,real_video_flock_of_birds_flying_short,rgb,BIRDS,rgb_raw,none,large,21,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,rgb_raw,none,small,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,rgb_raw,none,medium,20,0,1,0,0.0,0.0,0.0,0.05,,eval\results\video_persize\summary.csv
selcom_640,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,rgb_raw,none,large,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,none,small,249,0,1,0,0.0,0.0,0.0,0.004016064257028112,,eval\results\video_persize\summary.csv
selcom_640,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,none,medium,249,0,42,0,0.0,0.0,0.0,0.1686746987951807,,eval\results\video_persize\summary.csv
selcom_640,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,none,large,249,0,46,0,0.0,0.0,0.0,0.18473895582329317,,eval\results\video_persize\summary.csv
selcom_640,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,none,small,55,0,9,0,0.0,0.0,0.0,0.16363636363636364,,eval\results\video_persize\summary.csv
selcom_640,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,none,medium,55,0,11,0,0.0,0.0,0.0,0.2,,eval\results\video_persize\summary.csv
selcom_640,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,none,large,55,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_640,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,small,554,0,2,0,0.0,0.0,0.0,0.0036101083032490976,,eval\results\video_persize\summary.csv
